date_date,customer_id,order_id,products_id,net_sales,qty
2023-05-14,1452273,4465445,77261,3.0616,1
2023-05-14,474633,4468264,100823,10.1518,2
2023-05-14,474633,4468264,21035,4.8922,1
2023-05-14,474633,4468264,2203,3.0543,1
2023-05-14,474633,4468264,46232,18.3632,2
2023-05-14,474633,4468264,83491,13.8924,2
2023-05-14,474633,4468264,29022,2.8146,1
2023-05-14,474633,4468264,26276,2.4101,1
2023-05-14,474633,4468264,43522,11.5632,1
2023-05-14,474633,4468264,87568,7.9763,1
2023-05-14,474633,4468264,73962,2.7385,1
2023-05-14,474633,4468264,29023,3.2953,1
2023-05-14,474633,4468264,87885,2.3969,1
2023-05-14,1333263,4466252,81172,1.4889,1
2023-05-14,1333263,4466252,944,24.65,1
2023-05-14,1333263,4466252,80201,2.8078,2
2023-05-14,1333263,4466252,12631,5.8721,1
2023-05-14,1333263,4466252,80199,3.0132,2
2023-05-14,1333263,4466252,72301,16.8465,1
2023-05-14,1333263,4466252,5539,1.2568,1
2023-05-14,1333263,4466252,80741,2.5888,2
2023-05-14,1333263,4466252,12648,7.0998,1
2023-05-14,1333263,4466252,71190,1.1528,1
2023-05-14,1333263,4466252,76648,12.7267,1
2023-05-14,1333263,4466252,26011,10.591,1
2023-05-14,1333263,4466252,76589,1.7901,1
2023-05-14,1333263,4466252,77250,1.5527,1
2023-05-14,1433553,4467289,41925,2.4171,1
2023-05-14,1433553,4467289,70419,7.8936,3
2023-05-14,1433553,4467289,9663,1.5791,1
2023-05-14,1433553,4467289,41979,2.4251,1
2023-05-14,1433553,4467289,70414,1.7644,1
2023-05-14,1433553,4467289,78059,43.5514,4
2023-05-14,1433553,4467289,89505,2.4976,1
2023-05-14,1433553,4467289,46271,1.2047,1
2023-05-14,1433553,4467289,45230,1.1505,1
2023-05-14,1433553,4467289,80959,1.2327,1
2023-05-14,1433553,4467289,9680,1.6113,1
2023-05-14,1433553,4467289,41924,2.6588,1
2023-05-14,1433553,4467289,4343,3.1019,1
2023-05-14,1433553,4467289,41921,2.6588,1
2023-05-14,1433553,4467289,78119,2.6507,1
2023-05-14,1433553,4467289,45168,0.95,1
2023-05-14,1433553,4467289,4327,2.2478,1
2023-05-14,1433553,4467289,70417,2.5701,1
2023-05-14,1433553,4467289,45173,1.0629,1
2023-05-14,1433553,4467289,9662,1.6034,1
2023-05-14,1433553,4467289,4321,2.2156,1
2023-05-14,1433553,4467289,45170,1.0796,1
2023-05-14,1433553,4467289,79420,7.7103,3
2023-05-14,1433553,4467289,46925,2.6507,1
2023-05-14,1433553,4467289,70413,1.6919,1
2023-05-14,1433553,4467289,9657,2.264,1
2023-05-14,1433553,4467289,4354,3.0535,1
2023-05-14,1433553,4467289,71640,1.2568,1
2023-05-14,1433553,4467289,9664,1.5872,1
2023-05-14,1433553,4467289,6480,2.1709,1
2023-05-14,1433553,4467289,70418,2.4976,1
2023-05-14,1433553,4467289,9689,1.6516,1
2023-05-14,1433553,4467289,45169,2.7863,3
2023-05-14,1433553,4467289,90011,2.6507,1
2023-05-14,1433553,4467289,5081,2.2156,1
2023-05-14,1433553,4467289,41910,2.7313,1
2023-05-14,1433553,4467289,9687,1.7644,1
2023-05-14,1433553,4467289,45232,1.1057,1
2023-05-14,1433553,4467289,14393,2.2156,1
2023-05-14,1433553,4467289,4325,2.3284,1
2023-05-14,1433553,4467289,9675,3.2226,2
2023-05-14,1433553,4467289,9668,1.6034,1
2023-05-14,1433553,4467289,9682,1.6839,1
2023-05-14,1433553,4467289,45164,2.0868,2
2023-05-14,1433553,4467289,3375,2.3284,1
2023-05-14,1593993,4468830,3727,9.5579,1
2023-05-14,1593993,4468830,70514,14.0833,1
2023-05-14,1593993,4468830,79813,2.5266,1
2023-05-14,1593993,4468830,73255,1.7902,1
2023-05-14,1593993,4468830,23050,10.625,1
2023-05-14,218073,4468075,70514,11.9708,1
2023-05-14,218073,4468075,23651,2.0896,1
2023-05-14,218073,4468075,79263,4.818,2
2023-05-14,218073,4468075,92048,59.218,6
2023-05-14,1232733,4468369,46233,97.4375,8
2023-05-14,1593603,4466595,93874,6.3652,4
2023-05-14,1593603,4466595,99989,4.5924,2
2023-05-14,1593603,4466595,70312,14.6,2
2023-05-14,1593603,4466595,93833,4.3095,1
2023-05-14,1593603,4466595,93945,5.67,7
2023-05-14,1593603,4466595,89437,11.2668,2
2023-05-14,1593603,4466595,93941,5.3552,4
2023-05-14,1593603,4466595,91562,5.1054,2
2023-05-14,1593603,4466595,99990,2.0545,1
2023-05-14,1593513,4466367,17624,19.6688,2
2023-05-14,1593513,4466367,78940,20.4282,6
2023-05-14,1593513,4466367,69143,15.1736,4
2023-05-14,1593513,4466367,45529,14.2408,2
2023-05-14,1593513,4466367,87578,3.8483,1
2023-05-14,218073,4468179,43945,68.5604,6
2023-05-14,218073,4468179,79263,2.409,1
2022-09-01,1228443,3758627,20051,4.2308,2
2022-09-01,1228443,3758627,29485,10.125,2
2022-09-01,1228443,3758627,46474,6.9,1
2022-09-01,1228443,3758627,9704,8.2425,1
2022-09-01,1228443,3758627,86061,3.66,1
2022-09-01,1228443,3758627,72709,4.625,1
2022-09-01,1228443,3758627,85146,9.9583,1
2022-09-01,1228443,3758627,1970,6.45,1
2022-09-01,1228443,3758627,28407,2.9083,1
2022-09-01,1228443,3758627,10042,4.5833,1
2022-09-01,1404093,3758125,5537,2.497,1
2022-09-01,1404093,3758125,5524,4.6084,1
2022-09-01,1404093,3758125,78726,23.9289,3
2022-09-01,1404093,3758125,71400,7.8413,1
2022-09-01,1404093,3758125,77774,14.5972,1
2022-09-01,1404093,3758125,10529,1.7318,1
2022-09-01,1404093,3758125,19776,5.0674,2
2022-09-01,1404093,3758125,10531,5.1014,2
2022-09-01,1404093,3758125,60627,5.237,2
2022-09-01,1404093,3758125,68232,25.2168,4
2022-09-01,1090473,3758658,26121,4.2569,1
2022-09-01,1090473,3758658,12398,2.2095,1
2022-09-01,1090473,3758658,47598,2.334,1
2022-09-01,1090473,3758658,6517,5.0931,3
2022-09-01,1090473,3758658,47600,1.928,1
2022-09-01,1090473,3758658,20053,7.485,2
2022-09-01,1090473,3758658,23144,1.4588,1
2022-09-01,1090473,3758658,81770,5.325,1
2022-09-01,1090473,3758658,83773,1.5041,1
2022-09-01,1090473,3758658,1281,4.6425,1
2022-09-01,1090473,3758658,82948,7.5246,6
2022-09-01,1090473,3758658,9480,3.5266,1
2022-09-01,1090473,3758658,77945,1.672,1
2022-09-01,1090473,3758658,5682,1.8427,1
2022-09-01,1090473,3758658,42206,4.1801,1
2022-09-01,1090473,3758658,90360,5.6304,6
2022-09-01,1090473,3758658,26275,2.1218,1
2022-09-01,1090473,3758658,5669,2.1402,1
2022-09-01,1090473,3758658,80729,8.5008,4
2022-09-01,186663,3757403,48407,2.973,1
2022-09-01,186663,3757403,69323,2.7119,1
2022-09-01,186663,3757403,8696,13.9224,4
2022-09-01,186663,3757403,48254,5.6398,2
2022-09-01,186663,3757403,46160,3.3791,4
2022-09-01,186663,3757403,48257,5.6488,2
2022-09-01,186663,3757403,46123,7.4325,5
2022-09-01,186663,3757403,77310,4.4716,1
2022-09-01,186663,3757403,86477,1.6686,1
2022-09-01,186663,3757403,48259,6.2764,2
2022-09-01,186663,3757403,75067,2.9875,1
2022-09-01,186663,3757403,75140,14.3226,2
2022-09-01,186663,3757403,5689,2.5234,1
2022-09-01,186663,3757403,82229,1.0774,1
2022-09-01,186663,3757403,77363,2.8207,1
2022-09-01,1404513,3758683,84389,2.7725,1
2022-09-01,1404513,3758683,69116,2.7725,1
2022-09-01,1404513,3758683,68939,2.7725,1
2022-09-01,1404513,3758683,68938,2.7725,1
2022-09-01,1404513,3758683,84393,2.7725,1
2022-09-01,1404513,3758683,69121,2.7725,1
2022-09-01,1404513,3758683,69112,2.7725,1
2022-09-01,1404513,3758683,5451,2.7725,1
2022-09-01,1380573,3757714,84913,16.4928,3
2023-05-15,415293,4469769,87776,21.1933,1
2023-05-15,415293,4469769,70513,9.46,1
2023-05-15,415293,4469769,76035,6.0056,2
2023-05-15,415293,4469769,70508,13.1267,1
2023-05-15,415293,4469769,70511,9.46,1
2023-05-15,1332093,4471324,80196,37.422,12
2023-05-15,1594713,4471611,86059,6.5332,2
2023-05-15,1594713,4471611,72511,6,2
2023-05-15,231783,4470605,86330,27.3906,2
2023-05-15,231783,4470605,70514,12.3933,1
2023-05-15,231783,4470605,69457,4.5924,1
2023-05-15,231783,4470605,77806,1.3262,1
2023-05-15,231783,4470605,42241,2.58,1
2023-05-15,231783,4470605,77600,2.4781,1
2023-05-15,231783,4470605,76625,5.078,1
2023-05-15,231783,4470605,69463,5.064,1
2023-05-15,231783,4470605,69284,6.0829,1
2023-05-15,231783,4470605,80247,2.7776,1
2023-05-15,1478673,4469891,99265,4.8,2
2023-05-15,1478673,4469891,71729,14.3802,9
2023-05-15,1478673,4469891,26650,73.9933,8
2023-05-15,1594623,4471220,100484,5.9666,1
2023-05-15,1594623,4471220,72005,1.8233,1
2023-05-15,1594623,4471220,29585,6.5833,1
2023-05-15,1594623,4471220,72016,3.7583,1
2022-09-02,1349433,3760439,85043,3.1283,1
2022-09-02,1349433,3760439,80782,15.218,2
2022-09-02,1349433,3760439,45661,13.25,1
2022-09-02,1349433,3760439,48484,32.2125,1
2022-09-02,1304793,3760737,68896,74.7788,1
2022-09-02,1304793,3760737,11631,49.0804,1
2022-09-02,1304793,3760737,26446,1.8675,1
2022-09-02,1304793,3760737,20051,2.1154,1
2022-09-02,428433,3759341,26651,66,8
2022-09-02,221733,3759350,45368,199.6974,6
2023-05-16,1595253,4474139,96722,5.6151,1
2023-05-16,1595253,4474139,7258,9.428,3
2023-05-16,1595253,4474139,91365,14.925,2
2023-05-16,1595253,4474139,93861,23.2666,4
2023-05-16,481893,4473178,7685,9.926,1
2023-05-16,481893,4473178,44802,56.3933,8
2023-05-16,1177893,4474212,18672,36.3222,2
2023-05-16,1177893,4474212,44525,25.2666,2
2023-05-16,1177893,4474212,27856,31.1802,3
2023-05-16,485253,4474261,73625,2.2673,1
2023-05-16,485253,4474261,46686,2.494,1
2023-05-16,485253,4474261,12792,2.494,1
2023-05-16,485253,4474261,46688,2.3454,1
2023-05-16,485253,4474261,12793,2.58,1
2023-05-16,485253,4474261,12791,2.58,1
2023-05-16,485253,4474261,12798,2.4607,1
2023-05-16,485253,4474261,79263,2.2673,1
2023-05-16,485253,4474261,43945,80.6593,6
2023-05-16,485253,4474261,12795,2.494,1
2023-05-16,485253,4474261,1986,7.425,1
2023-05-16,485253,4474261,44310,4.2,1
2023-05-16,485253,4474261,70142,2.3454,1
2023-05-16,485253,4474261,100910,2.494,1
2023-05-16,485253,4474261,8003,2.8263,1
2023-05-16,485253,4474261,100907,2.494,1
2023-05-16,1223523,4473006,70575,1.9394,1
2023-05-16,1223523,4473006,70574,2.0388,1
2023-05-16,1223523,4473006,44842,3.0596,1
2023-05-16,1223523,4473006,45259,4.1706,1
2023-05-16,1223523,4473006,26652,39.5193,4
2023-05-16,1223523,4473006,44844,2.5024,1
2023-05-16,1223523,4473006,26651,39.5193,4
2023-05-16,1595193,4473520,7358,14.7,4
2023-05-16,1595193,4473520,20049,14.322,6
2023-05-16,1595193,4473520,79484,3.575,1
2023-05-16,1499163,4473308,89549,2.4114,1
2023-05-16,1499163,4473308,82008,2.2478,1
2023-05-16,1499163,4473308,44095,2.2398,1
2023-05-16,1499163,4473308,81235,17.2493,3
2023-05-16,1499163,4473308,68877,14.6389,1
2023-05-16,1499163,4473308,82326,12.2275,1
2023-05-16,1499163,4473308,101769,3.9881,1
2023-05-16,1499163,4473308,89559,3.3175,1
2023-05-16,1499163,4473308,68332,2.6588,1
2023-05-16,1499163,4473308,47049,2.331,1
2023-05-16,1499163,4473308,42695,2.2559,1
2023-05-16,1499163,4473308,79627,8.0399,1
2023-05-16,1499163,4473308,81491,2.3526,1
2023-05-16,1594803,4472057,7256,5.8441,3
2023-05-16,1594803,4472057,80945,3.25,1
2023-05-16,1594803,4472057,49976,5.75,3
2023-05-16,1594803,4472057,21338,28.778,4
2023-05-16,1594803,4472057,21340,16.3334,2
2022-09-03,1405593,3761500,16462,7.7876,4
2022-09-03,1186413,3762313,85887,13.32,2
2022-09-03,1186413,3762313,76656,4.8625,1
2022-09-03,1186413,3762313,13062,6.8625,1
2022-09-03,1186413,3762313,72942,3.6666,1
2022-09-03,1186413,3762313,75067,7.0294,2
2022-09-03,1186413,3762313,11003,4.3125,1
2022-09-03,1186413,3762313,75824,9.3,1
2022-09-03,1186413,3762313,76046,9.2986,1
2022-09-03,1186413,3762313,11422,4.3425,1
2022-09-03,1186413,3762313,11000,4.2167,1
2022-09-03,1186413,3762313,27639,24.0654,1
2022-09-03,1393893,3763387,5648,1.237,1
2022-09-03,1393893,3763387,17620,9.5204,1
2022-09-03,1393893,3763387,47050,2.8067,1
2022-09-03,1393893,3763387,47380,15.3042,6
2022-09-03,1393893,3763387,45791,56.2524,6
2022-09-03,1393893,3763387,64185,42.4125,3
2022-09-03,1393893,3763387,87412,2.1327,1
2022-09-03,1393893,3763387,70292,7.4218,1
2022-09-03,1393893,3763387,3375,7.3962,3
2022-09-03,1393893,3763387,44843,9.384,3
2022-09-03,61983,3761879,47516,16.9764,2
2022-09-03,61983,3761879,78414,1.3394,1
2022-09-03,61983,3761879,76044,4.9905,1
2022-09-03,61983,3761879,71091,5.1414,2
2022-09-03,61983,3761879,10533,2.7799,1
2022-09-03,61983,3761879,78442,2.5663,1
2022-09-03,61983,3761879,83758,2.7915,1
2022-09-03,61983,3761879,76466,5.0332,1
2022-09-03,61983,3761879,76473,1.4076,1
2022-09-03,61983,3761879,78463,2.2351,1
2022-09-03,61983,3761879,70321,4.4925,1
2022-09-03,61983,3761879,73946,19.0536,3
2022-09-03,61983,3761879,76656,4.8625,1
2022-09-03,1405893,3762410,2148,9.8959,2
2022-09-03,1405893,3762410,30517,6.845,1
2022-09-03,1405893,3762410,72022,9.1425,1
2022-09-03,1405893,3762410,46771,13.965,2
2022-09-03,1405893,3762410,43934,30.7061,3
2022-09-03,1406283,3763956,70595,7.2438,1
2022-09-03,1406283,3763956,7712,8.2464,3
2022-09-03,1406283,3763956,7709,7.4217,3
2022-09-03,1406283,3763956,84029,3.1583,1
2022-09-03,1406283,3763956,86054,9.9167,1
2022-09-03,1406283,3763956,79103,2.9625,1
2023-05-17,1426383,4476416,97537,33.098,4
2023-05-17,1426383,4476416,81646,47.1084,3
2023-05-17,1455903,4476500,78715,7.6429,1
2023-05-17,1455903,4476500,43810,9.0426,2
2023-05-17,1455903,4476500,78986,5.4384,1
2023-05-17,1455903,4476500,78304,9.5877,1
2023-05-17,1455903,4476500,43829,28.1185,1
2023-05-17,1185753,4476031,71056,9.87,10
