date_date,customers_id,orders_id,net_sales
2023-05-22,1598583,4486809,18.5687
2023-05-22,1598403,4486489,19.2054
2022-09-09,1409613,3778092,26.403
2022-09-09,1051203,3779343,41.2164
2022-09-09,1410123,3779438,8.0583
2023-05-23,1035543,4489891,59.9934
2023-05-23,217743,4488479,127.7557
2023-05-23,1594203,4487883,96.6124
2023-05-23,1220583,4488195,59.4633
2022-09-10,184683,3781314,84.1364
2022-09-10,184683,3781338,72.2746
2022-09-10,367683,3782918,47.3871
2022-09-10,1410513,3780820,59.3244
2022-09-10,1410633,3781236,86.469
2022-09-10,1039983,3781271,67.7145
2022-09-10,1410543,3780931,45.4989
2023-05-24,1584483,4490858,183.0138
2023-05-24,1524873,4490190,80.6593
2022-09-11,33993,3783476,39.3022
2022-09-11,1313493,3785544,40.4787
2022-09-11,1388343,3784981,51.6709
2022-09-11,186663,3784978,117.6399
2022-09-11,1341963,3786186,133.1845
2022-09-11,1372023,3783743,49.0652
2023-05-25,1324833,4492412,33.1659
2023-05-25,845193,4493499,110.2292
2023-05-25,1387113,4493329,326.809
2023-05-25,1600143,4493113,25.9998
2022-09-12,1299123,3787933,14.85
2022-09-12,1306263,3787622,72.0226
2022-09-12,1411923,3786311,25.3081
2022-09-12,1373283,3786377,73.2193
2022-09-12,1177893,3786337,76.6667
2023-05-26,1600623,4495157,68.4547
2023-05-26,1406043,4494357,80.166
2023-05-26,1089273,4494438,47.9598
2023-05-26,1600803,4495919,56.9082
2023-05-26,1141683,4494426,75.1767
2023-05-26,89313,4494791,64.9553
2022-09-13,1412973,3790830,258.8221
2022-09-13,1194483,3790584,120.9644
2022-09-13,848373,3791222,79.1667
2022-09-13,1412583,3789106,76.6668
2022-09-13,1209573,3789251,28.893
2022-09-13,1194483,3790736,138.9901
2022-09-13,1212723,3789404,14.6065
2023-05-27,1105443,4497037,116.1399
2023-05-27,1575603,4496598,197.7408
2023-05-27,1339083,4496972,72.1374
2023-05-27,1299153,4498191,76.4982
2023-05-27,1601013,4496766,14.7456
2023-05-27,358443,4498323,120.5839
2023-05-27,1457223,4496275,74.1946
2023-05-27,1014183,4496845,64.432
2022-09-14,1413543,3792956,77.539
2022-09-14,1089273,3792815,69.6
2022-09-14,1397703,3791624,49.4394
2022-09-14,1413663,3793370,68.8895
2023-05-28,1099653,4502104,51.668
2023-05-28,1237893,4500952,77.4349
2023-05-28,1601883,4500960,62.1795
2023-05-28,1351803,4500460,66.3338
2023-05-28,465123,4499782,69.1844
2023-05-28,1203693,4501084,55.0083
2023-05-28,1190553,4499872,18.5687
2023-05-28,1437663,4500075,139.8779
2023-05-28,1069473,4502002,30.9187
2022-09-15,1414173,3795538,36.0657
2022-09-15,234783,3795539,68.5592
2023-05-29,1344573,4504337,90.5515
2023-05-29,1441233,4502638,66.2917
2023-05-29,1602633,4504249,35.6634
2023-05-29,1345623,4504825,71.126
2023-05-29,1404093,4504809,68.5248
2023-05-30,1603233,4506809,44.4098
2023-05-30,318843,4505837,67.4523
2023-05-30,1452153,4506806,63.9906
2023-05-30,1571643,4507121,65.2672
2023-05-30,1492563,4507468,76.1245
2023-05-30,240393,4505464,86.4402
2023-05-30,1561593,4506597,81.1399
2023-05-30,1369353,4507418,10.6118
2023-05-30,1364553,4506604,38.7347
2022-09-17,1415223,3799421,16.1667
2022-09-17,1195233,3799188,49.6869
2022-09-17,1230573,3799025,75.723
2022-09-17,1387113,3797458,319.3305
2023-05-31,1149063,4508645,79.1001
2023-05-31,1578423,4509482,38.1222
2023-05-31,1416303,4510290,66.1717
2023-05-31,1187913,4508599,33.7368
2023-05-31,1113423,4509175,106.5981
2023-05-31,1603893,4509713,70.9194
2022-09-18,1184643,3802444,140.9388
2022-09-18,265773,3802535,83.3165
2022-09-18,1415343,3799967,60.2237
2022-09-18,1183473,3800681,77.875
2022-09-18,1257633,3802173,67.8589
2022-09-18,1237893,3802218,81.1837
2022-09-18,1415553,3800870,24.4717
2022-09-18,1370283,3800665,94.6325
2023-06-01,1533513,4510986,78.5403
2023-06-01,1528503,4512056,106.5022
2023-06-01,1596543,4510960,17.5291
2023-06-01,300033,4511874,74.0217
2023-06-01,1604373,4511638,92.9244
2022-09-19,1416123,3803787,97.165
2022-09-19,1278843,3802940,30.7023
2022-09-19,1416303,3804194,79.0796
2022-09-19,392763,3803363,8.25
2023-06-02,1319343,4514040,70.9299
2023-06-02,1604913,4513611,51.9113
2023-06-02,1167393,4514429,50.5258
2023-06-02,1332093,4513394,18.711
2023-06-03,1561233,4515667,80.5285
2023-06-03,1605603,4515942,34.3226
2023-06-03,1605693,4516272,23.1285
2023-06-03,1265883,4515995,76.1674
2023-06-03,1605783,4516599,67.1129
2023-06-03,1605423,4515340,73.9194
2023-06-03,1435293,4516088,71.1142
2023-06-03,1435293,4516103,109.5735
2022-09-21,1414173,3808942,43.8483
2022-09-21,1198923,3808066,73.3177
2022-09-21,357093,3807306,41.247
2022-09-21,1417113,3807450,62.342
2023-06-04,1606233,4518616,46.6
2023-06-04,1580073,4520222,13.209
2023-06-04,1427553,4518328,102.2
2023-06-04,1491273,4517993,84.9792
2023-06-04,1588233,4517995,84.5417
2023-06-04,1606743,4520844,29.1863
2022-09-22,857583,3810555,128.6616
2022-09-22,1100373,3810494,69.2625
2022-09-22,1314993,3809885,64.9374
2022-09-22,190803,3809825,64.0281
2022-09-22,1239273,3811051,110.7597
2023-06-05,481893,4522046,85.5417
2023-06-05,1409553,4522139,64.6173
2023-06-05,1603743,4522262,133.3333
2023-06-05,1049163,4523636,30.4266
2023-06-05,1081713,4522266,75.125
2023-06-05,1505163,4521549,75.2029
2022-09-23,1406643,3812240,75.367
2022-09-23,1418103,3811686,123.9495
2022-09-23,146283,3811749,161.1
2022-09-23,392763,3811600,70.4275
2022-09-23,1360113,3812078,67.0398
2023-06-06,1567323,4525857,26.771
2023-06-06,1387113,4524924,187.0217
2023-06-06,1593933,4523901,16.6583
2023-06-06,1607913,4525766,51.2725
2022-09-24,91623,3814270,25.3017
2022-09-24,1292223,3814625,55.68
2022-09-24,257913,3814871,153.3209
2022-09-24,1223523,3814931,145.4638
2022-09-24,1165353,3814266,79.7877
2022-09-24,257913,3814832,8.25
2023-06-07,1608363,4527624,36.6617
2023-06-07,1608123,4526536,5.6322
2023-06-07,1608423,4527721,39.7457
2023-06-07,1547883,4526635,87.3214
2023-06-07,1271673,4527948,60.9425
2023-06-07,430593,4527448,89.6038
2023-06-07,423153,4526665,127.0022
2023-06-07,1491483,4527986,236.5695
2022-09-25,1419393,3817001,70.7296
2022-09-25,1238283,3817056,161.5746
2022-09-25,1398753,3816917,110.3018
2022-09-25,1173993,3817216,8.25
2022-09-25,1367313,3815830,52.8654
2022-09-25,1173993,3817387,79.6938
2022-09-25,1393623,3817236,117.9553
2022-09-25,1419603,3817862,69.0747
2022-09-25,1406463,3816837,46.8236
2023-06-08,1128333,4529617,45.1625
2023-06-08,1533183,4529434,46.0169
2023-06-08,1513473,4528659,60.2717
2023-06-08,426423,4528986,98.0018
2022-09-26,1418553,3820780,97.9089
2022-09-26,1368123,3819192,61.8112
2023-06-09,1046973,4530453,67.8729
2023-06-09,1407333,4530173,113.7767
2022-09-27,1420683,3822414,51.5833
2022-09-27,1236423,3823110,26.1987
2022-09-27,186663,3822021,93.1997
2023-06-10,1435473,4532626,68.3507
2023-06-10,142833,4531591,41.8084
2023-06-10,1609623,4532333,10.295
2023-06-10,1609473,4531745,20.4313
2022-09-28,1149063,3824569,81.6052
2022-09-28,1421403,3825641,54.0292
2022-09-28,1421283,3825173,22.6507
2022-09-28,91623,3823524,34.7621
2022-09-28,1323693,3825232,106.4277
2022-09-28,1382673,3824181,36.9751
2022-09-28,1234173,3824045,42.4125
2023-06-11,1030023,4534190,119.2966
2023-06-11,1606803,4533982,824.0119
2023-06-11,1351803,4535237,117.2103
2023-06-11,1404303,4535938,49.9167
2023-06-11,1194483,4535494,110.7152
2023-06-11,1610103,4534664,6.6
2023-06-11,407643,4534705,72.4546
2023-06-11,1267803,4535619,94.0475
2022-09-29,1077423,3826801,172.8864
2022-09-29,1328943,3827937,67.1821
2022-09-29,1254663,3827663,68.3796
2022-09-29,1421673,3827003,90.611
2022-09-29,1090473,3826380,96.6823
2023-06-12,1610733,4537789,151.7886
2023-06-12,221733,4536665,267.8019
2023-06-12,1610673,4537485,34.2355
2023-06-12,1010553,4536990,69.7331
2023-06-12,1610403,4536202,7.0924
2023-06-12,449253,4538207,22.6696
2023-06-12,1546173,4537796,35.9017
2023-06-12,1610433,4536377,43.4256
2022-09-30,260853,3828784,104.3075
2022-09-30,1330143,3829176,65.9252
2022-09-30,1422243,3829103,5.385
2022-09-30,1319373,3829534,92.393
2022-09-30,1422333,3829418,38.9772
2022-09-30,1296363,3830171,114.3992
2023-06-13,1405893,4539615,106.8501
2023-06-13,1611003,4539059,23.023
2023-06-13,1611213,4540004,140.6078
2023-06-13,1610703,4539835,213.962
2022-10-01,1144893,3831258,117.98
2022-10-01,1423023,3831993,60.7433
2022-10-01,266283,3833944,81.1155
2022-10-01,228423,3830742,143.0506
2022-10-01,414963,3833693,36.7025
2023-06-14,1611333,4540710,19.125
2023-06-14,1594203,4541394,120.5335
2023-06-14,1556523,4540853,113.5736
2023-06-14,1428633,4542187,148.5319
2023-06-14,1611363,4540920,35.2614
2023-06-14,1253943,4540973,94.8551
2023-06-14,1611303,4540602,71.0679
2023-06-14,231783,4541228,74.7885
2022-10-02,1319343,3834936,67.6475
2022-10-02,278733,3837310,90.0539
2022-10-02,262083,3835410,46.8713
2022-10-02,1389153,3835584,7.8792
2022-10-02,1246083,3836959,63.0021
2022-10-02,1238583,3836579,48.9514
2022-10-02,1420083,3835249,63.9991
2022-10-02,1215273,3834974,23.9087
2022-10-02,996933,3834937,97.9648
2022-10-02,186663,3836490,25.069
2022-10-02,1423773,3835164,59.3841
2023-06-15,1436763,4543546,68.7324
2023-06-15,1179483,4542583,98.7658
2023-06-15,1372173,4542360,50.925
2022-10-03,1090473,3837936,50.5745
2022-10-03,1187913,3838704,60.9001
2022-10-03,481893,3840194,65.1641
2022-10-03,1417113,3838468,67.781
2022-10-03,223263,3839755,78.1753
2023-06-16,186663,4543649,27.7342
2023-06-16,1578423,4543940,105.4628
2023-06-16,367683,4544130,66.8402
2023-06-16,1612203,4544558,183.4583
2022-10-04,1338723,3841632,57.9758
2022-10-04,395523,3841950,79.7531
2022-10-04,1290123,3843033,168.2236
2022-10-04,257913,3841444,78.676
2022-10-04,361203,3842977,65.0493
2022-10-04,184683,3843013,85.2216
2022-10-04,1162143,3842122,83.3491
2023-06-17,1478823,4546023,80.5332
2023-06-17,1612473,4545425,35.9264
2023-06-17,1612653,4546365,66.3145
2022-10-05,1195233,3845516,31.3172
2022-10-05,1426383,3845540,48.75
2022-10-05,1426233,3845141,76.7226
2023-06-18,1197873,4548712,66.4461
2023-06-18,1611873,4548972,63.4201
2023-06-18,1179483,4548265,42.795
2023-06-18,1223523,4548290,112.4226
2023-06-18,1606803,4547709,391.0725
2022-10-06,230883,3847459,82.6858
2022-10-06,1128333,3847213,42.645
2022-10-06,426423,3846974,97.0255
2022-10-06,1296213,3847578,83.5134
2023-06-19,1413543,4550835,83.7674
2023-06-19,1450893,4551134,66.884
2023-06-19,1450893,4549421,94.0681
2023-06-19,1613673,4551321,19.6582
2022-10-07,217743,3849361,112.4275
2022-10-07,1427553,3849623,77.4134
2022-10-07,231213,3849277,156.3637
2022-10-07,447933,3848558,16.3506
2022-10-07,1423353,3849152,104.25
2023-06-20,1292223,4552442,68.7437
2023-06-20,1580073,4552039,40.4311
2023-06-20,1610103,4552977,20.8125
2023-06-20,1334643,4551691,87.1409
2023-06-20,1613733,4551674,49.9167
2022-10-08,367683,3850877,86.7556
2022-10-08,1427913,3850954,14.085
2022-10-08,998673,3849894,129.0838
2022-10-08,1428003,3851413,58.9731
2022-10-08,1384563,3852492,48.75
2023-06-21,1478463,4554836,57.2053
2023-06-21,1489683,4555219,47.7612
2023-06-21,1569543,4555236,58.4319
2023-06-21,1286103,4554866,124.6688
2023-06-21,1433553,4554325,139.1781
2023-06-21,1367703,4555088,82.1448
2022-10-09,1428633,3854095,83.6553
2022-10-09,1427613,3855587,67.4059
2022-10-09,1429053,3855690,39.3051
2023-06-22,430593,4556032,49.7933
2023-06-22,1387113,4555712,76.3453
2023-06-22,1614843,4556810,39.7395
2023-06-22,1614633,4555911,19.469
2023-06-22,1604373,4556535,64.7815
2022-10-10,1089273,3857315,32.37
2022-10-10,1429623,3858146,52.4304
2022-10-10,1409553,3857767,65.1465
2022-10-10,1324833,3856240,33.1659
2022-10-10,1209063,3857928,66.7416
2023-06-23,1291233,4558668,152.6391
2022-10-11,1230573,3859822,72.7259
2022-10-11,986913,3859667,109.8721
2022-10-11,1291233,3861347,64.103
2023-06-24,1615773,4560769,13.7334
2023-06-24,1586073,4561236,21.8674
2023-06-24,1435473,4559915,98.6886
2023-06-24,410973,4561050,60.8179
2022-10-12,1430883,3863405,44.5897
2022-10-12,1405893,3862682,28.1514
2022-10-12,1430913,3863556,39.2943
2022-10-12,1259703,3862173,69.1745
2022-10-12,184683,3863850,65.2229
2022-10-12,1046163,3862062,67.4237
2023-06-25,1332093,4563561,37.422
2023-06-25,199083,4563493,82.4454
2023-06-25,1589253,4562933,65.7266
2023-06-25,1274733,4564003,67.7754
2023-06-25,1426383,4563573,114.0321
2022-10-13,1187913,3865162,41.4288
2022-10-13,1334643,3864258,99.4692
2022-10-13,1010553,3865028,75.8929
2022-10-13,392763,3864280,70.4724
2022-10-13,1316463,3865068,68.922
2022-10-13,1431063,3864111,30
2022-10-13,1405383,3865227,62.3945
2023-06-26,1541013,4564426,73.1945
2023-06-26,423153,4564717,97.1739
2023-06-26,1616763,4565771,44.2244
2023-06-26,1615683,4564535,69.4763
2023-06-26,1616823,4566014,65.4316
2023-06-26,1236333,4566075,85.6099
2023-06-26,1513473,4564981,85.0567
2023-06-26,1616913,4566442,21.9201
2022-10-14,1399533,3865936,67.139
2022-10-14,58503,3866050,33.859
2023-06-27,1617633,4569805,40.9518
2023-06-27,1061973,4569425,101.1548
2023-06-27,1423773,4569250,155.4066
2023-06-27,1501053,4567074,120.9336
2023-06-27,1099653,4569600,75.9663
2023-06-27,1511583,4569055,46.0335
2023-06-27,223263,4567612,110.9313
2023-06-27,1173993,4568742,69.0746
2023-06-27,1194483,4566958,112.4438
2023-06-27,1220073,4569063,107.0202
2023-06-27,1344573,4568949,153.0317
2023-06-27,485253,4569700,107.1566
2023-06-27,1180083,4567618,21.2273
2022-10-15,1082913,3868610,121.9052
2022-10-15,1381413,3868701,59.7446
2022-10-15,1274733,3868188,129.6438
2022-10-15,1432413,3868620,26.4456
2023-06-28,1261383,4572041,93.09
2023-06-28,238443,4572402,67.2352
2023-06-28,490203,4570388,80.4045
2023-06-28,1617993,4571598,65.66
2023-06-28,1198923,4572824,292.1801
2023-06-28,484233,4572701,50.3927
2023-06-28,1515603,4570051,41.6888
2023-06-28,1238583,4571152,40.9655
2023-06-28,1081713,4570681,70.1501
2023-06-28,1534623,4571370,273.1067
2022-10-16,1184643,3871726,131.5575
2022-10-16,473733,3870098,29.97
2022-10-16,1432953,3871392,85.5947
2022-10-16,1432653,3869682,8.8334
2022-10-16,1197873,3871515,63.4906
2022-10-16,1233843,3871805,19.3623
2022-10-16,1336473,3871968,164.8676
2022-10-16,1433163,3871521,26.3925
2022-10-16,1175043,3870508,39.5055
2022-10-16,1195233,3871957,39.1065
2023-06-29,1510443,4575371,24.635
2023-06-29,1618653,4574573,63.1729
2023-06-29,1545003,4573331,63.5878
2022-10-17,1281333,3872105,35.6925
2022-10-17,1433403,3872339,66.002
2022-10-17,1433553,3872940,41.6475
2022-10-17,392763,3873720,94.6059
2022-10-17,1125063,3872670,47.0165
2022-10-17,1433913,3874241,6.7651
2022-10-17,1135593,3873109,67.5187
2022-10-17,1372023,3873471,61.2308
2023-06-30,1475463,4576425,33.7735
2023-06-30,414963,4575900,41.0715
2022-10-18,1345623,3876022,34.7745
2022-10-18,1434483,3876262,181.9381
2022-10-18,1223523,3875020,138.5843
2022-10-18,1333263,3876152,98.5063
2023-07-01,1159653,4578564,66.9191
2023-07-01,1620033,4580492,119.6667
2023-07-01,1212723,4579880,60.8764
2023-07-01,1589013,4579877,17.5346
2023-07-01,1599033,4578301,139.0758
2023-07-01,1620003,4580367,59.9334
2023-07-01,1620093,4580824,44.3231
2023-07-01,1578423,4578576,80.4834
2023-07-01,1585893,4580193,74.9795
2023-07-01,1619553,4578441,174.8041
2023-07-01,1102863,4578988,74.0236
2022-10-19,1434783,3877396,33.25
2022-10-19,1286103,3877398,329.3843
2022-10-19,1286103,3877483,390.3118
2023-07-02,1089273,4582242,36.3332
2023-07-02,1588233,4581936,80.4464
2023-07-02,426423,4582556,94.7084
2023-07-02,1620633,4583351,91.971
2023-07-02,1620153,4581094,66.853
2023-07-02,1620273,4581710,11.2472
2023-07-02,1620123,4581247,90.237
2023-07-02,1611213,4583840,82.4621
2023-07-02,1416303,4581596,70.5482
2022-10-20,1435443,3879797,10.0932
2022-10-20,1419603,3879737,74.2684
2022-10-20,1435473,3879867,58.0649
2023-07-03,1165353,4586404,59.2218
2023-07-03,1073343,4585136,16.7441
2023-07-03,1397703,4585011,60.2069
2023-07-03,1620813,4585889,30.6251
2023-07-03,1103823,4585639,97.4962
2023-07-03,1621293,4586710,26.5412
2022-10-21,186663,3880316,67.698
2022-10-21,1435593,3880267,60.3928
2022-10-21,1234173,3880354,38.2275
2022-10-21,1341843,3880585,83.093
2022-10-21,1435773,3880848,41.875
2022-10-21,278733,3880637,81.7611
2022-10-21,1435953,3881460,41.3129
2023-07-04,1223523,4589348,32.2562
2023-07-04,1594203,4590109,149.8145
2023-07-04,1387623,4588944,72.2873
2023-07-04,146283,4589789,148.2542
2023-07-04,1467843,4589925,84.4348
2023-07-04,1434813,4588635,267.5516
2022-10-22,1342773,3883812,19.55
2022-10-22,1203693,3884098,34.8791
2022-10-22,1436523,3883646,43.6326
2022-10-22,1238253,3882474,11.7535
2022-10-22,1195233,3882455,53.1728
2022-10-22,1436163,3882195,65.9934
2022-10-22,1173993,3882076,89.566
2022-10-22,1138083,3882561,133.11
2022-10-22,1436313,3882793,94.8595
2023-07-05,1622313,4591174,54.5193
2023-07-05,1499133,4592739,97.594
2023-07-05,1499133,4592878,99.2926
2023-07-05,1622343,4591239,24.7998
2022-10-23,221733,3885934,332.829
2022-10-23,1230573,3885867,76.5194
2022-10-23,1348683,3886923,59.8436
2022-10-23,1299153,3884822,39.9302
2022-10-23,1434813,3885827,229.2945
2022-10-23,1437213,3886485,18.1279
2022-10-23,1437033,3885788,13.0711
2023-07-06,184683,4594086,70.8517
2023-07-06,1450893,4594898,63.4227
2023-07-06,1428633,4594909,60.0606
2023-07-06,1077423,4594580,150.0181
2022-10-24,1310703,3888872,48.3039
2022-10-24,1410513,3888591,61.8287
2022-10-24,1251393,3889349,42.2404
2022-10-24,1253823,3887853,76.026
2022-10-24,1437663,3888438,81.1404
2022-10-24,156393,3887464,82.7924
2022-10-24,1113423,3889309,65.7284
2023-07-07,161793,4595251,23.2326
2023-07-07,1128333,4595540,24.4417
2023-07-07,1623573,4596338,27.7248
2023-07-07,1368123,4595367,72.1242
2023-07-07,1435293,4595972,138.9405
2023-07-07,161793,4595076,139.8105
2023-07-07,1623273,4595222,87.3463
2022-10-25,1195233,3891741,78.0888
2022-10-25,1204983,3890010,64.0221
2022-10-25,1269453,3892014,64.9966
2022-10-25,1315173,3892263,62.8164
2022-10-25,1261383,3891325,218.1049
2023-07-08,1040313,4598448,156.4989
2023-07-08,1624083,4598507,34.5653
2023-07-08,1624113,4598562,19.7499
2022-10-26,1161873,3892977,54.6467
2022-10-26,1163223,3894574,72.9734
2022-10-26,1438923,3893639,15.1564
2022-10-26,1438983,3893787,18.5358
2023-07-09,1624353,4600602,46.6775
2023-07-09,1624863,4601984,44.726
2023-07-09,1533183,4600522,38.7807
2023-07-09,1624623,4600954,27
2023-07-09,234783,4599782,149.7567
2022-10-27,1439163,3895220,23.0806
2022-10-27,1439613,3896424,25.0417
2022-10-27,1439313,3895264,71.0501
2022-10-27,1206753,3896566,62.1082
2022-10-27,1439433,3895752,35.6588
2022-10-27,1433613,3895575,11.0175
2023-07-10,1625283,4604230,80.175
2023-07-10,1625133,4603381,21.989
2023-07-10,1011633,4603513,98.7783
2023-07-10,1625103,4603329,110.8275
2023-07-10,1619823,4603083,47.2287
2023-07-10,1151883,4602978,101.2817
2022-10-28,1433223,3897953,25.2394
2022-10-28,206973,3897282,66.778
2023-07-11,1595253,4605161,70.8572
2023-07-11,1138083,4605388,167.1343
2023-07-11,1510383,4604650,96.7677
2023-07-11,1510383,4604657,87.5167
2023-07-11,1625463,4605153,66.9218
2022-10-29,1412553,3900652,68.7085
2022-10-29,1440663,3900383,66.6208
2022-10-29,1397703,3901288,72.4078
2022-10-29,1440333,3899138,21.25
2022-10-29,1141683,3899348,63.8657
2023-07-12,1058073,4606990,117.9032
2023-07-12,1626003,4607622,99.1667
2023-07-12,1625793,4606768,17
2023-07-12,1499163,4606734,67.8213
2023-07-12,1433553,4607891,146.1334
2023-07-12,1433553,4607875,164.5604
2023-07-12,1319703,4606995,35.917
2022-10-30,1441233,3902908,64.425
2022-10-30,996933,3904205,117.9723
2022-10-30,1441353,3903452,100.8268
2022-10-30,1246893,3903629,48.1919
2022-10-30,1399533,3903176,85.1447
2022-10-30,106503,3904042,64.2979
2022-10-30,1428633,3904683,127.192
2022-10-30,220503,3903562,18.25
2023-07-13,1626093,4608120,82.3749
2022-10-31,485253,3905395,93.5441
2022-10-31,1389153,3906051,31.8991
2022-10-31,1441833,3905465,26.5269
2022-10-31,1441923,3905812,10.5583
2022-10-31,1436763,3906333,71.9985
2022-10-31,1389153,3906078,31.8991
2022-10-31,1238253,3905482,9.6882
2022-10-31,1220583,3904976,72.6616
2023-07-14,1607913,4609524,143.3873
2023-07-14,1372173,4610553,32.3096
2023-07-14,1626663,4610731,118.32
2023-07-14,1625403,4610685,69.6878
2022-11-01,1442343,3908549,70.5061
2022-11-01,234783,3907283,101.2517
2022-11-01,1406463,3908499,32.7397
2022-11-01,1442403,3907758,50.5416
2022-11-01,1228443,3908769,102.3735
2022-11-01,1352493,3909067,31.2123
2022-11-01,228423,3909216,90.5859
2022-11-01,1304853,3908033,68.076
2023-07-15,1197873,4611851,19.676
2023-07-15,217743,4611527,167.5273
2023-07-15,1559583,4612496,69.5947
2023-07-15,361563,4611145,38.2515
2023-07-15,1626933,4611930,43.3243
2023-07-15,1519623,4612444,66.4358
2023-07-15,1432323,4610939,47.0254
2023-07-15,1626813,4611429,61.8246
2022-11-02,1319373,3911130,84.422
2022-11-02,1089273,3910108,67.9033
2022-11-02,948573,3911506,75.0235
2022-11-02,1442253,3910551,67.1456
2022-11-02,1435293,3912184,91.9966
2022-11-02,1061973,3912359,92.8737
2023-07-16,1627173,4613364,39.422
2023-07-16,1549083,4614134,40.401
2023-07-16,1627293,4614145,90.6534
2023-07-16,1360233,4614503,64.3358
2023-07-16,184683,4613416,81.0009
2023-07-16,1387113,4614360,131.3587
2023-07-16,1592163,4614780,59.9844
2022-11-03,306753,3913951,71.652
2022-11-03,1296213,3913641,70.0951
2023-07-17,1220583,4617398,65.2775
2023-07-17,1245363,4617287,83.8137
2023-07-17,1627773,4616455,12.1758
2023-07-17,1569543,4617251,75.988
2023-07-17,384483,4615357,154.2868
2022-11-04,1144893,3915769,101.3501
